#Organism/Name,Kingdom,Group,SubGroup,Plasmid Name,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Macrococcus caseolyticus JCSC5402",Bacteria,"Terrabacteria group","Firmicutes",pMCCL7,NC_012002.1,AP009491,4.061,36.3211,5,-,-,-,5,-,2009/01/29,2016/10/12
"Macrococcus caseolyticus JCSC5402",Bacteria,"Terrabacteria group","Firmicutes",pMCCL8,NC_012003.1,AP009492,2.968,30.9636,3,-,-,-,3,-,2009/01/29,2016/10/12
"Magnetospira sp. QH-2",Bacteria,"Proteobacteria","Alphaproteobacteria",MGMAQ_p,NZ_FO538766.1,FO538766,31.063,54.8659,32,-,-,-,32,-,2014/02/02,2016/08/01
"Magnetospirillum gryphiswaldense MSR-1",Bacteria,"Proteobacteria","Alphaproteobacteria",pMSR-1,NC_009353.1,-,35.803,62.1708,38,-,-,-,38,-,2007/04/09,2014/12/16
"Magnetospirillum magneticum",Bacteria,"Proteobacteria","Alphaproteobacteria",pMGT,NC_007706.1,AB116387,3.741,59.182,2,-,-,-,2,-,2006/01/12,2014/12/18
"Magnetospirillum sp. XM-1",Bacteria,"Proteobacteria","Alphaproteobacteria",II,NZ_LN997849.1,LN997849,167.29,66.4798,172,-,-,-,175,3,2016/01/07,2016/08/19
"Mannheimia haemolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",pMHSCS1,NC_002637.1,AJ249249,4.992,46.234,7,-,-,-,7,-,2001/01/06,2014/12/16
"Mannheimia haemolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",pCCK3259,NC_006976.1,AJ966516,5.317,39.6652,4,-,-,-,4,-,2005/04/28,2014/12/16
"Mannheimia haemolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",pMh1405,NC_019260.1,AB621552,7.674,60.933,6,-,-,-,7,-,2012/11/04,2014/12/17
"Mannheimia varigena",Bacteria,"Proteobacteria","Gammaproteobacteria",pMVSCS1,NC_003411.1,AJ319822,5.621,42.3946,5,-,-,-,5,-,2002/02/14,2014/12/17
"Marinitoga piezophila KA3",Bacteria,"Thermotogae","Thermotogae",pMARPI01,NC_016748.1,CP003258,13.386,26.5202,14,-,-,-,14,-,2012/01/19,2015/08/13
"Marinobacter adhaerens HP15",Bacteria,"Proteobacteria","Gammaproteobacteria",pHP-187,NC_017507.1,CP001980,187.465,50.9957,140,-,-,-,146,6,2012/04/27,2015/07/30
"Marinobacter adhaerens HP15",Bacteria,"Proteobacteria","Gammaproteobacteria",pHP-42,NC_017508.1,CP001979,42.349,53.5644,48,-,-,-,49,1,2012/04/27,2015/07/30
"Marinobacter hydrocarbonoclasticus VT8",Bacteria,"Proteobacteria","Gammaproteobacteria",pMAQU01,NC_008738.1,CP000515,239.623,54.0516,235,-,-,-,236,1,2007/01/01,2015/07/30
"Marinobacter hydrocarbonoclasticus VT8",Bacteria,"Proteobacteria","Gammaproteobacteria",pMAQU02,NC_008739.1,CP000516,213.29,53.1572,200,-,-,-,215,15,2007/01/01,2015/07/30
"Marinobacter sp. P4B1",Bacteria,"Proteobacteria","Gammaproteobacteria",pMARS01,NZ_CM003615.1,CM003615,144.935,52.9541,166,-,-,-,166,-,2015/12/09,2015/12/09
"Marinococcus halophilus",Bacteria,"Terrabacteria group","Firmicutes",pPL1,NC_002094.1,U75508,3.874,38.9262,4,-,-,-,4,-,1996/11/05,2014/12/17
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD1,NZ_CP010856.1,CP010856,254.955,61.485,224,-,-,-,234,10,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD2,NZ_CP010857.1,CP010857,239.75,63.8198,212,-,-,-,216,4,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD3,NZ_CP010858.1,CP010858,189.941,64.9049,180,-,-,-,185,5,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD4,NZ_CP010859.1,CP010859,187.673,64.9555,174,-,-,-,177,3,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD5,NZ_CP010860.1,CP010860,143.401,66.5644,135,-,-,-,136,1,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD6,NZ_CP010861.1,CP010861,126.126,60.2128,119,-,-,-,125,6,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD7,NZ_CP010862.1,CP010862,115.171,67.1132,102,-,-,-,106,4,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD8,NZ_CP010863.1,CP010863,111.292,66.0703,107,-,-,-,108,1,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD9,NZ_CP010864.1,CP010864,98.626,64.9829,96,-,-,-,97,1,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD10,NZ_CP010865.1,CP010865,52.512,68.4701,40,-,-,-,41,1,2015/07/07,2015/08/21
"Marinovum algicola DG 898",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaD11,NZ_CP010866.1,CP010866,5.812,63.1968,7,-,-,-,7,-,2015/07/07,2015/08/21
"Marivirga tractuosa DSM 4126",Bacteria,"FCB group","Bacteroidetes/Chlorobi group",pFTRAC01,NC_014750.1,CP002350,4.916,39.6867,8,-,-,-,8,-,2010/12/06,2015/07/30
"Martelella sp. AD-3",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed1,NZ_CP014276.1,CP014276,314.776,62.3113,276,-,1,-,285,8,2016/03/09,2016/03/09
"Martelella sp. AD-3",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed2,NZ_CP014277.1,CP014277,166.53,59.0212,157,-,-,-,162,5,2016/03/09,2016/03/09
"Massilia putida",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed1,NZ_CP019036.1,CP019036,78.166,58.4359,83,-,-,-,84,1,2017/01/12,2017/01/12
"Massilia putida",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed2,NZ_CP019037.1,CP019037,457.181,65.2372,376,-,-,-,394,18,2017/01/12,2017/01/12
"Massilia sp. WG5",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed 1,NZ_CP012641.1,CP012641,203.106,60.6737,180,-,-,-,193,13,2016/01/27,2016/01/27
"Massilia sp. WG5",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed 2,NZ_CP012642.1,CP012642,14.623,63.1061,6,-,-,-,14,8,2016/01/27,2016/01/27
"Meiothermus silvanus DSM 9946",Bacteria,"Terrabacteria group","Deinococcus-Thermus",pMESIL01,NC_014213.1,CP002043,347.854,64.5863,305,-,-,-,322,17,2010/06/04,2015/07/30
"Meiothermus silvanus DSM 9946",Bacteria,"Terrabacteria group","Deinococcus-Thermus",pMESIL02,NC_014214.1,CP002044,124.421,66.6688,131,-,-,-,132,1,2010/06/04,2015/07/30
"Melissococcus plutonius",Bacteria,"Terrabacteria group","Firmicutes",pMP19,NZ_CM003360.1,CM003360,19.43,31.6418,15,-,-,-,16,1,2015/07/13,2015/08/21
"Melissococcus plutonius",Bacteria,"Terrabacteria group","Firmicutes",pMP43,NZ_CM003359.1,CM003359,42.705,33.4621,63,-,-,-,65,2,2015/07/13,2015/08/21
"Melissococcus plutonius ATCC 35311",Bacteria,"Terrabacteria group","Firmicutes",pMP1,NC_015517.1,AP012201,177.718,29.1946,127,-,-,-,138,11,2011/05/11,2016/10/13
"Melissococcus plutonius S1",Bacteria,"Terrabacteria group","Firmicutes",pMEPL_178,NZ_CP006684.1,CP006684,177.673,29.2042,121,-,-,-,139,18,2016/05/29,2016/06/07
"Mesorhizobium amorphae CCNWGS0123",Bacteria,"Proteobacteria","Alphaproteobacteria",pM0123a,NZ_CP015319.1,CP015319,102.093,59.0109,91,-,-,-,92,1,2016/07/20,2016/07/20
"Mesorhizobium amorphae CCNWGS0123",Bacteria,"Proteobacteria","Alphaproteobacteria",pM0123b,NZ_CP015320.1,CP015320,17.414,58.9468,17,-,-,-,18,1,2016/07/20,2016/07/20
"Mesorhizobium amorphae CCNWGS0123",Bacteria,"Proteobacteria","Alphaproteobacteria",pM0123c,NZ_CP015321.1,CP015321,7.607,63.9411,8,-,-,-,9,1,2016/07/20,2016/07/20
"Mesorhizobium amorphae CCNWGS0123",Bacteria,"Proteobacteria","Alphaproteobacteria",pM0123d,NZ_CP015322.1,CP015322,948.568,59.6066,709,-,-,-,802,93,2016/07/20,2016/07/20
"Mesorhizobium ciceri",Bacteria,"Proteobacteria","Alphaproteobacteria",pMc1192,NZ_CP015063.1,CP015063,648.231,60.4687,579,-,-,-,603,24,2016/04/13,2016/04/13
"Mesorhizobium ciceri biovar biserrulae",Bacteria,"Proteobacteria","Alphaproteobacteria",pMc1284,NZ_CP015065.1,CP015065,553.641,60.4419,487,-,-,-,511,24,2016/04/13,2016/04/13
"Mesorhizobium ciceri biovar biserrulae WSM1271",Bacteria,"Proteobacteria","Alphaproteobacteria",pMESCI01,NC_014918.1,CP002448,425.539,60.6835,394,-,-,-,432,38,2011/01/20,2016/08/03
"Mesorhizobium huakuii 7653R",Bacteria,"Proteobacteria","Alphaproteobacteria",pMHa,NZ_CP006582.1,CP006582,193.835,59.8292,141,-,-,-,182,41,2014/12/26,2015/08/16
"Mesorhizobium huakuii 7653R",Bacteria,"Proteobacteria","Alphaproteobacteria",pMHb,NZ_CP006583.1,CP006583,323.475,59.5913,256,-,-,-,318,62,2014/12/26,2015/08/16
"Mesorhizobium loti MAFF303099",Bacteria,"Proteobacteria","Alphaproteobacteria",pMLa,NC_002679.1,BA000013,351.911,59.2863,309,-,-,-,327,18,2001/02/03,2016/10/12
"Mesorhizobium loti MAFF303099",Bacteria,"Proteobacteria","Alphaproteobacteria",pMLb,NC_002682.1,AP003017,208.315,59.8757,203,-,-,-,221,18,2000/12/26,2016/10/12
"Mesorhizobium loti NZP2037",Bacteria,"Proteobacteria","Alphaproteobacteria",pML2037,NZ_CP016080.1,CP016080,474.413,60.3828,413,-,-,-,439,26,2016/06/28,2016/06/28
"Mesorhizobium sp. B7",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed1,NZ_CP018172.1,CP018172,166.078,60.748,147,-,-,-,185,38,2016/12/18,2016/12/18
"Mesotoga prima MesG1.Ag.4.2",Bacteria,"Thermotogae","Thermotogae",pTHEBA.01,NC_017935.1,CP003533,1.724,41.6473,2,-,-,-,2,-,2012/06/04,2015/07/30
"Methanobacterium congolense",Archaea,"Euryarchaeota","Methanobacteria",II,NZ_LT607757.1,LT607757,18.118,36.0525,22,-,-,-,22,-,2016/09/08,2016/12/03
"Methanocaldococcus fervens AG86",Archaea,"Euryarchaeota","Methanococci",pMEFER01,NC_013157.1,CP001697,22.19,32.785,31,-,-,-,31,-,2009/08/28,2015/08/18
"Methanocaldococcus jannaschii DSM 2661",Archaea,"Euryarchaeota","Methanococci",pDSM2661_1,NC_001732.1,L77118,58.407,28.1918,53,-,-,-,53,-,1996/08/21,2016/06/03
"Methanocaldococcus jannaschii DSM 2661",Archaea,"Euryarchaeota","Methanococci",pDSM2661_2,NC_001733.1,L77119,16.55,28.8882,13,-,-,-,13,-,1996/08/21,2016/06/03
"Methanocaldococcus sp. FS406-22",Archaea,"Euryarchaeota","Methanococci",pFS01,NC_013888.1,CP001902,12.197,31.6471,10,-,-,-,12,2,2010/02/21,2015/08/17
"Methanocaldococcus vulcanius M7",Archaea,"Euryarchaeota","Methanococci",pMETVU01,NC_013408.1,CP001788,10.704,46.3191,11,-,-,-,11,-,2009/10/16,2015/08/18
"Methanocaldococcus vulcanius M7",Archaea,"Euryarchaeota","Methanococci",pMETVU02,NC_013409.1,CP001789,4.704,30.0808,2,-,-,-,2,-,2009/10/16,2015/08/18
"Methanococcus maripaludis",Archaea,"Euryarchaeota","Methanococci",pURB500,NC_001811.1,U47023,8.285,27.242,18,-,-,-,18,-,1997/05/07,2014/12/18
"Methanococcus maripaludis C5",Archaea,"Euryarchaeota","Methanococci",pMMC501,NC_009136.1,CP000610,8.285,27.242,8,-,-,-,9,1,2007/03/23,2015/08/17
"Methanohalobium evestigatum Z-7303",Archaea,"Euryarchaeota","Methanomicrobia",pMETEV01,NC_014254.1,CP002070,163.915,33.6363,108,-,-,-,111,3,2010/06/18,2015/08/03
"Methanohalophilus mahii",Archaea,"Euryarchaeota","Methanomicrobia",pML,NC_005563.1,AY523658,2.158,40.8248,5,-,-,-,5,-,2004/02/24,2014/12/18
"Methanomethylovorans hollandica DSM 15978",Archaea,"Euryarchaeota","Methanomicrobia",pMETHO01,NC_019972.1,CP003363,285.109,35.4173,246,-,1,-,250,3,2012/12/31,2015/08/18
"Methanosaeta concilii GP6",Archaea,"Euryarchaeota","Methanomicrobia",pGP6,NC_015430.1,CP002566,18.019,43.8815,18,-,-,-,18,-,2011/04/26,2015/08/18
"Methanosaeta harundinacea 6Ac",Archaea,"Euryarchaeota","Methanomicrobia",pH6Ac,NC_016637.1,CP003118,11.991,53.9738,13,-,-,-,13,-,2012/05/02,2015/08/18
"Methanosarcina acetivorans",Archaea,"Euryarchaeota","Methanomicrobia",pC2A,NC_002097.1,U78295,5.467,37.5343,4,-,-,-,4,-,1997/01/02,2014/12/18
"Methanosarcina barkeri 227",Archaea,"Euryarchaeota","Methanomicrobia",unnamed,NZ_CP009529.1,CP009529,39.586,35.7879,24,-,-,-,24,-,2015/06/25,2015/08/19
"Methanosarcina barkeri MS",Archaea,"Euryarchaeota","Methanomicrobia",unnamed,NZ_CP009527.1,CP009527,41.698,35.8458,22,-,-,-,23,1,2015/06/26,2015/08/19
"Methanosarcina barkeri str. Fusaro",Archaea,"Euryarchaeota","Methanomicrobia",1,NC_007349.1,CP000098,36.358,33.5937,20,-,-,-,22,2,2005/08/20,2015/08/18
"Methanosarcina barkeri str. Wiesmoor",Archaea,"Euryarchaeota","Methanomicrobia",unnamed,NZ_CP009525.1,CP009525,32.371,34.3363,19,-,-,-,22,3,2015/06/25,2015/08/19
"Methanosarcina sp. Kolksee",Archaea,"Euryarchaeota","Methanomicrobia",unnamed,NZ_CP009523.1,CP009523,54.381,34.3153,36,-,-,-,36,-,2015/06/26,2015/08/19
"Methanosarcina vacuolata Z-761",Archaea,"Euryarchaeota","Methanomicrobia",unnamed,NZ_CP009519.1,CP009519,58.133,34.5432,39,-,-,-,39,-,2015/06/25,2015/08/19
"Methanothermobacter marburgensis str. Marburg",Archaea,"Euryarchaeota","Methanobacteria",pMTBMA4,NC_014409.1,CP001711,4.44,45.4054,4,-,-,-,4,-,2010/08/20,2015/08/17
"Methanothermobacter sp. CaT2",Archaea,"Euryarchaeota","Methanobacteria",pCaT2,NZ_AP011953.1,AP011953,11.015,42.5057,14,-,-,-,14,-,2015/06/26,2016/10/12
"Methanothermobacter thermautotrophicus",Archaea,"Euryarchaeota","Methanobacteria",pME2200,NC_000905.1,AF145236,6.205,45.2538,6,-,-,1,7,-,1999/10/01,2014/12/18
"Methanothermobacter thermautotrophicus",Archaea,"Euryarchaeota","Methanobacteria",pFV1,NC_001336.1,X68366,13.514,41.7715,13,-,-,-,13,-,1992/10/09,2014/12/18
"Methanothermobacter thermautotrophicus",Archaea,"Euryarchaeota","Methanobacteria",pFZ1,NC_001337.1,X68367,11.014,42.5095,11,-,-,-,11,-,1992/10/09,2014/12/18
"Methanothermobacter thermautotrophicus",Archaea,"Euryarchaeota","Methanobacteria",pME2001,NC_002125.1,X17205,4.439,45.4156,4,-,-,-,4,-,1990/01/25,2014/12/18
"Methanothermococcus okinawensis IH1",Archaea,"Euryarchaeota","Methanococci",pMETOK01,NC_015632.1,CP002793,14.93,26.8386,9,-,-,-,9,-,2011/06/15,2015/08/18
"Methylibium petroleiphilum PM1",Bacteria,"Proteobacteria","Betaproteobacteria",RPME01,NC_008826.1,CP000556,599.444,65.9763,606,-,26,-,647,15,2007/01/29,2015/07/31
"Methylibium sp. T29",Bacteria,"Proteobacteria","Betaproteobacteria",pT29A,NC_024957.1,KJ598491,86.856,67.0823,91,-,-,-,91,-,2014/09/26,2014/12/18
"Methylibium sp. T29-B",Bacteria,"Proteobacteria","Betaproteobacteria",pT29B,NC_024958.1,KJ598492,76.724,67.6881,82,-,-,-,82,-,2014/09/26,2014/12/18
"Methylobacterium aquaticum",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaq22A_1p,NZ_AP014705.1,AP014705,1571.99,70.8913,1362,3,13,1,1423,44,2016/02/04,2016/05/14
"Methylobacterium aquaticum",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaq22A_2p,NZ_AP014706.1,AP014706,462.889,67.5218,368,-,-,-,402,34,2016/02/04,2016/05/14
"Methylobacterium aquaticum",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaq22A_3p,NZ_AP014707.1,AP014707,85.702,67.8444,98,-,-,-,98,-,2016/02/04,2016/05/14
"Methylobacterium aquaticum",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaq22A_4p,NZ_AP014708.1,AP014708,50.17,70.3349,66,-,-,-,67,1,2016/02/04,2016/05/14
"Methylobacterium aquaticum",Bacteria,"Proteobacteria","Alphaproteobacteria",pMaq22A_5p,NZ_AP014709.1,AP014709,38.936,66.7172,40,-,-,-,42,2,2016/02/04,2016/05/14
"Methylobacterium extorquens AM1",Bacteria,"Proteobacteria","Alphaproteobacteria",p1META1,NC_012807.1,CP001512,44.195,67.9308,40,-,-,-,45,5,2009/06/17,2015/08/12
"Methylobacterium extorquens AM1",Bacteria,"Proteobacteria","Alphaproteobacteria",p2META1,NC_012809.1,CP001513,37.858,65.2491,37,-,-,-,39,2,2009/06/18,2015/08/12
"Methylobacterium extorquens AM1",Bacteria,"Proteobacteria","Alphaproteobacteria",p3META1,NC_012810.1,CP001514,24.943,66.9406,27,-,-,-,28,1,2009/06/17,2015/08/12
"Methylobacterium extorquens AM1",Bacteria,"Proteobacteria","Alphaproteobacteria",megaplasmid,NC_012811.1,CP001511,1261.46,67.6479,1193,-,6,-,1234,35,2009/06/18,2015/08/12
"Methylobacterium extorquens CM4",Bacteria,"Proteobacteria","Alphaproteobacteria",pCMU01,NC_011758.1,CP001299,380.207,66.337,300,-,-,-,323,23,2008/12/19,2015/07/31
"Methylobacterium extorquens CM4",Bacteria,"Proteobacteria","Alphaproteobacteria",pCMU02,NC_011760.1,CP001300,22.617,63.8723,35,-,-,-,35,-,2008/12/19,2015/07/31
"Methylobacterium extorquens DM4",Bacteria,"Proteobacteria","Alphaproteobacteria",p1METDI,NC_012987.1,FP103043,141.504,65.3155,119,-,-,-,132,13,2009/07/17,2015/08/13
"Methylobacterium extorquens DM4",Bacteria,"Proteobacteria","Alphaproteobacteria",p2METDI,NC_012989.1,FP103044,38.579,63.7367,33,-,-,-,34,1,2009/07/17,2015/08/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD02,NC_011887.1,CP001351,458.07,65.6548,394,-,-,-,420,26,2009/01/15,2016/05/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD05,NC_011888.1,CP001354,20.286,61.3724,15,-,-,-,16,1,2009/01/15,2016/05/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD06,NC_011889.1,CP001355,12.638,60.4526,8,-,-,-,8,-,2009/01/15,2016/05/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD07,NC_011890.1,CP001356,9.829,67.2398,7,-,-,-,8,1,2009/01/15,2016/05/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD01,NC_011892.1,CP001350,487.734,65.883,381,-,2,-,434,51,2009/01/15,2016/05/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD03,NC_011893.1,CP001352,40.463,64.187,42,-,-,-,44,2,2009/01/15,2016/05/13
"Methylobacterium nodulans ORS 2060",Bacteria,"Proteobacteria","Alphaproteobacteria",pMNOD04,NC_011895.1,CP001353,37.542,61.563,40,-,-,-,41,1,2009/01/15,2016/05/13
"Methylobacterium phyllosphaerae",Bacteria,"Proteobacteria","Alphaproteobacteria",CBMB27-p1,NZ_CP015368.1,CP015368,144.167,63.1303,90,-,-,-,108,18,2017/01/08,2017/01/08
"Methylobacterium phyllosphaerae",Bacteria,"Proteobacteria","Alphaproteobacteria",CBMB27-p2,NZ_CP015369.1,CP015369,52.29,63.2511,39,-,1,-,41,1,2017/01/08,2017/01/08
"Methylobacterium phyllosphaerae",Bacteria,"Proteobacteria","Alphaproteobacteria",CBMB27-p3,NZ_CP015370.1,CP015370,36.169,63.2033,32,-,-,-,36,4,2017/01/08,2017/01/08
"Methylobacterium populi BJ001",Bacteria,"Proteobacteria","Alphaproteobacteria",pMPOP02,NC_010721.1,CP001031,23.392,66.7921,24,-,-,-,25,1,2008/05/20,2015/08/18
"Methylobacterium populi BJ001",Bacteria,"Proteobacteria","Alphaproteobacteria",pMPOP01,NC_010727.1,CP001030,25.164,64.8625,24,-,-,-,27,3,2008/05/20,2015/08/18
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD06,NC_010502.1,CP001007,27.836,61.0073,19,-,1,-,22,2,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD07,NC_010504.1,CP001008,22.114,61.0609,16,-,-,-,16,-,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD08,NC_010507.1,CP001009,21.022,65.1318,22,-,-,-,22,-,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD02,NC_010509.1,CP001003,47.003,62.479,46,-,-,-,48,2,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD01,NC_010510.1,CP001002,586.164,69.5522,480,6,1,-,500,13,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD03,NC_010514.1,CP001004,42.985,63.2337,33,-,1,-,36,2,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD04,NC_010517.1,CP001005,37.743,63.6886,35,-,1,-,37,1,2008/03/24,2015/08/15
"Methylobacterium radiotolerans JCM 2831",Bacteria,"Proteobacteria","Alphaproteobacteria",pMRAD05,NC_010518.1,CP001006,36.41,62.0159,26,-,-,-,28,2,2008/03/24,2015/08/15
"Methylobacterium sp. 4-46",Bacteria,"Proteobacteria","Alphaproteobacteria",pM44601,NC_010373.1,CP000944,57.951,65.1136,48,-,-,-,54,6,2008/03/13,2016/05/13
"Methylobacterium sp. 4-46",Bacteria,"Proteobacteria","Alphaproteobacteria",pM44602,NC_010374.1,CP000945,20.019,59.1588,11,-,-,-,11,-,2008/03/13,2016/05/13
"Methylobacterium sp. AMS5",Bacteria,"Proteobacteria","Alphaproteobacteria",pAMS5a,NZ_CP006993.1,CP006993,117.697,65.2914,152,-,2,-,156,2,2016/01/31,2016/01/31
"Methylobacterium sp. AMS5",Bacteria,"Proteobacteria","Alphaproteobacteria",pAMS5b,NZ_CP006994.1,CP006994,25.608,65.2999,22,-,-,-,24,2,2016/01/31,2016/01/31
"Methylobacterium sp. AMS5",Bacteria,"Proteobacteria","Alphaproteobacteria",pAMS5c,NZ_CP006995.1,CP006995,20.451,66.3342,26,-,-,-,26,-,2016/01/31,2016/01/31
"Methylomicrobium album BG8",Bacteria,"Proteobacteria","Gammaproteobacteria",pMETAL01,NZ_CM001476.1,CM001476,47.177,52.5977,48,-,-,-,48,-,2012/03/26,2015/08/14
"Methylomicrobium alcaliphilum 20Z",Bacteria,"Proteobacteria","Gammaproteobacteria",MEALZ_p,NC_016108.1,FO082061,128.415,48.7023,108,-,-,-,112,4,2011/10/14,2016/08/19
"Methylomonas sp. DH-1",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NZ_CP014361.1,CP014361,277.875,51.665,219,-,-,-,229,10,2016/05/17,2016/06/03
"Methylophaga frappieri",Bacteria,"Proteobacteria","Gammaproteobacteria",unnamed,NC_017858.1,CP003381,47.825,54.597,52,-,-,-,54,2,2012/05/10,2015/08/13
"Methylophaga thalassica",Bacteria,"Proteobacteria","Gammaproteobacteria",2kb cryptic plasmid,NC_002175.1,AF233873,1.995,42.4561,3,-,-,-,3,-,2000/03/07,2014/12/17
"Methylovorus glucosetrophus SIP3-4",Bacteria,"Proteobacteria","Betaproteobacteria",pMsip01,NC_012970.1,CP001675,76.68,45.7121,72,-,-,-,72,-,2009/07/15,2015/07/30
"Methylovorus glucosetrophus SIP3-4",Bacteria,"Proteobacteria","Betaproteobacteria",pMsip02,NC_012972.1,CP001676,9.816,47.4022,13,-,-,-,13,-,2009/07/16,2015/07/30
"Microbacterium chocolatum",Bacteria,"Terrabacteria group","Actinobacteria",1,NZ_CP015811.1,CP015811,19.063,69.5431,13,-,1,-,17,3,2016/05/27,2016/06/03
"Microbacterium chocolatum",Bacteria,"Terrabacteria group","Actinobacteria",2,NZ_CP015812.1,CP015812,17.534,68.7236,12,-,1,-,15,2,2016/05/27,2016/06/03
"Microbacterium chocolatum",Bacteria,"Terrabacteria group","Actinobacteria",3,NZ_CP015813.1,CP015813,14.131,69.5775,12,-,-,-,13,1,2016/05/27,2016/06/03
"Microbacterium sp. No. 7",Bacteria,"Terrabacteria group","Actinobacteria",A,NZ_CP012698.1,CP012698,135.111,66.2685,131,-,-,-,134,3,2015/10/15,2015/10/15
"Microbacterium sp. No. 7",Bacteria,"Terrabacteria group","Actinobacteria",B,NZ_CP012699.1,CP012699,93.808,66.9079,104,-,-,-,107,3,2015/10/15,2015/10/15
"Micrococcus luteus",Bacteria,"Terrabacteria group","Actinobacteria",pMLU1,NC_003526.1,AJ439695,2.331,62.3338,1,-,-,-,1,-,2002/03/27,2014/12/17
"Micrococcus luteus",Bacteria,"Terrabacteria group","Actinobacteria",pMEC2,NC_020091.1,KC005723,4.151,64.6591,3,-,-,-,3,-,2013/01/11,2014/12/17
"Micrococcus sp. 28",Bacteria,"Terrabacteria group","Actinobacteria",pSD10,NC_004954.1,AY034092,50.709,68.0175,51,-,-,-,51,-,2003/07/07,2014/12/18
