#Organism/Name,BioProject,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Level
"Ralstonia phage RS603",PRJNA266715,"ssDNA viruses","Inoviridae",7.679,59.4,"bacteria", Unknown:NC_025454.1/AB937974.1,13,13,2014/10/08,2015/01/30,Complete Genome
"Shigella phage POCJ13",PRJNA266716,"dsDNA viruses, no RNA stage","Podoviridae",62.699,49.3,"bacteria", Unknown:NC_025434.1/KJ603229.1,79,79,2014/09/05,2014/11/25,Complete Genome
"Staphylococcus phage phiSa119",PRJNA266717,"dsDNA viruses, no RNA stage","Siphoviridae",42.6,33.4,"bacteria", Unknown:NC_025460.1/KJ596420.1,68,68,2014/06/23,2014/11/25,Complete Genome
"Enterococcus phage EFC-1",PRJNA266718,"dsDNA viruses, no RNA stage","Siphoviridae",40.286,35,"bacteria", Unknown:NC_025453.1/KJ608188.1,59,59,2014/10/11,2014/11/25,Complete Genome
"Escherichia phage ECML-4",PRJNA266719,"dsDNA viruses, no RNA stage","Myoviridae",157.308,45,"bacteria", Unknown:NC_025446.1/JX128257.1,203,198,2012/07/28,2014/11/25,Complete Genome
"Escherichia phage ECML-117",PRJNA266720,"dsDNA viruses, no RNA stage","Myoviridae",66.854,46.2,"bacteria", Unknown:NC_025441.1/JX128258.1,94,94,2012/07/28,2014/11/25,Complete Genome
"Chicken orivirus 1",PRJNA266721,"ssRNA viruses","Picornaviridae",7.037,49.8,"vertebrates", Unknown:NC_025432.1/KM203656.1,1,1,2014/11/05,2014/11/25,Complete Genome
"Strawberry polerovirus 1",PRJNA266722,"ssRNA viruses","Luteoviridae",5.986,48,"plants", Unknown:NC_025435.1/KM233705.1,6,6,2014/11/02,2016/03/24,Complete Genome
"Circoviridae 1 LDMD-2013",PRJNA268380,"ssDNA viruses","Circoviridae",4.023,46.7,"vertebrates", Unknown:NC_025705.1/KF133807.1,4,4,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 5 LDMD-2013",PRJNA268412,"ssDNA viruses","Circoviridae",2.603,41.8,"vertebrates", Unknown:NC_025710.1/KF133812.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 21 LDMD-2013",PRJNA268413,"ssDNA viruses","Circoviridae",2.296,43.7,"vertebrates", Unknown:NC_025724.1/KF133828.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 19 LDMD-2013",PRJNA268414,"ssDNA viruses","Circoviridae",1.064,47.8,"vertebrates", Unknown:NC_025723.1/KF133826.1,1,1,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 16 LDMD-2013",PRJNA268416,"ssDNA viruses","Circoviridae",2.262,50.4,"vertebrates", Unknown:NC_025720.1/KF133823.1,4,4,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 15 LDMD-2013",PRJNA268417,"ssDNA viruses","Circoviridae",2.676,48.1,"vertebrates", Unknown:NC_025719.1/KF133822.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 14 LDMD-2013",PRJNA268418,"ssDNA viruses","Circoviridae",3.161,40,"vertebrates", Unknown:NC_025718.1/KF133821.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 13 LDMD-2013",PRJNA268419,"ssDNA viruses","Circoviridae",2.658,42.7,"vertebrates", Unknown:NC_025717.1/KF133820.1,2,2,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 11 LDMD-2013",PRJNA268420,"ssDNA viruses","Circoviridae",2.917,48.5,"vertebrates", Unknown:NC_025716.1/KF133818.1,5,5,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 10 LDMD-2013",PRJNA268421,"ssDNA viruses","Circoviridae",3.333,48.9,"vertebrates", Unknown:NC_025715.1/KF133817.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 9 LDMD-2013",PRJNA268422,"ssDNA viruses","Circoviridae",3.175,45.4,"vertebrates", Unknown:NC_025714.1/KF133816.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 8 LDMD-2013",PRJNA268423,"ssDNA viruses","Circoviridae",3.999,42.5,"vertebrates", Unknown:NC_025713.1/KF133815.1,5,5,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 7 LDMD-2013",PRJNA268424,"ssDNA viruses","Circoviridae",4.715,46.9,"vertebrates", Unknown:NC_025712.1/KF133814.1,5,5,2013/08/06,2014/11/25,Complete Genome
"Bacillariodnavirus LDMD-2013",PRJNA268425,"unassigned viruses","unclassified",5.749,41.6,"algae", Unknown:NC_025707.1/KF133809.1,4,4,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 3 LDMD-2013",PRJNA268426,"ssDNA viruses","Circoviridae",2.389,49.2,"vertebrates", Unknown:NC_025708.1/KF133810.1,2,2,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 2 LDMD-2013",PRJNA268427,"ssDNA viruses","Circoviridae",3.584,47.3,"vertebrates", Unknown:NC_025706.1/KF133808.1,2,2,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 4 LDMD-2013",PRJNA268428,"ssDNA viruses","Circoviridae",3.393,59.4,"vertebrates", Unknown:NC_025709.1/KF133811.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 6 LDMD-2013",PRJNA268429,"ssDNA viruses","Circoviridae",2.711,53.8,"vertebrates", Unknown:NC_025711.1/KF133813.1,3,3,2013/08/06,2014/11/25,Complete Genome
"Circoviridae 18 LDMD-2013",PRJNA268430,"ssDNA viruses","Circoviridae",2.834,45.8,"vertebrates", Unknown:NC_025722.1/KF133825.1,2,2,2013/08/06,2014/11/25,Complete Genome
"Jatropha leaf crumple virus",PRJNA268505,"ssDNA viruses","Geminiviridae",2.735,49,"plants", Unknown:NC_025725.1/KM023146.1,7,7,2014/10/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 7",PRJNA268553,"unclassified viruses","Genomoviridae",2.29,47.4,"vertebrates", Unknown:NC_025733.1/KF371635.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 6",PRJNA268554,"unclassified viruses","Genomoviridae",2.288,54,"vertebrates", Unknown:NC_025734.1/KF371636.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 5",PRJNA268555,"unclassified viruses","Genomoviridae",2.187,50.7,"vertebrates", Unknown:NC_025735.1/KF371637.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 4",PRJNA268556,"unclassified viruses","Genomoviridae",2.224,52,"vertebrates", Unknown:NC_025736.1/KF371638.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 3",PRJNA268557,"unclassified viruses","Genomoviridae",2.199,53.3,"vertebrates", Unknown:NC_025737.1/KF371639.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 2",PRJNA268558,"unclassified viruses","Genomoviridae",2.175,53.1,"vertebrates", Unknown:NC_025738.1/KF371640.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faecal-associated gemycircularvirus 1a",PRJNA268561,"unclassified viruses","Genomoviridae",2.197,52.7,"vertebrates", Unknown:NC_025741.1/KF371643.1,2,2,2013/09/04,2016/03/23,Complete Genome
"Faeces associated gemycircularvirus 12",PRJNA268562,"unclassified viruses","Genomoviridae",2.122,48.7,"vertebrates", Unknown:NC_025728.1/KF371630.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 11",PRJNA268563,"unclassified viruses","Genomoviridae",2.159,51.7,"vertebrates", Unknown:NC_025729.1/KF371631.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 10",PRJNA268564,"unclassified viruses","Genomoviridae",2.229,51.2,"vertebrates", Unknown:NC_025730.1/KF371632.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces associated gemycircularvirus 9",PRJNA268565,"unclassified viruses","Genomoviridae",2.13,50.5,"vertebrates", Unknown:NC_025731.1/KF371633.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Faeces-associated gemycircularvirus 8",PRJNA268566,"unclassified viruses","Genomoviridae",2.174,51.9,"vertebrates", Unknown:NC_025732.1/KF371634.1,2,2,2013/09/04,2014/11/26,Complete Genome
"Torque teno mini virus ALH8",PRJNA268591,"ssDNA viruses","Anelloviridae",2.855,38.8,"vertebrates, human", Unknown:NC_025727.1/KM259874.1,2,2,2014/08/23,2014/11/26,Complete Genome
"Torque teno mini virus ALA22",PRJNA268592,"ssDNA viruses","Anelloviridae",2.914,38.4,"vertebrates, human", Unknown:NC_025726.1/KM259873.1,3,3,2014/08/23,2014/11/26,Complete Genome
"Hibiscus latent Fort Pierce virus",PRJNA264910,"ssRNA viruses","Virgaviridae",6.431,40.5,"plants", Unknown:NC_025381.1/AB917427.1,6,4,2014/10/22,2014/11/17,Complete Genome
"Carrot Ch virus 2",PRJNA267001,"ssRNA viruses","Betaflexiviridae",8.047,36.3,"plants", Unknown:NC_025468.1/KF533710.1,3,3,2014/11/11,2014/11/17,Complete Genome
"Lilac leaf chlorosis virus",PRJNA267135,"ssRNA viruses","Bromoviridae",8.283,44.4021,"plants", RNA 1:NC_025477.1/HE572565.1;  RNA 2:NC_025478.1/FN669168.1;  RNA 3:NC_025481.1/FN669169.1,4,4,2010/05/16,2014/11/17,Complete Genome
"Cassava Ivorian bacilliform virus",PRJNA267136,"ssRNA viruses","Bromoviridae",8.247,43.8557,"plants", RNA 1:NC_025482.1/KF742519.1;  RNA 2:NC_025483.1/KF742520.1;  RNA 3:NC_025484.1/KF742521.1,4,4,2014/02/26,2014/11/17,Complete Genome
"Carrot torradovirus 1",PRJNA267137,"ssRNA viruses","Secoviridae",11.939,40.051,"plants", RNA 1:NC_025479.2/KF533719.2;  RNA 2:NC_025480.2/KF533720.2,3,3,2014/11/11,2017/01/18,Complete Genome
"Carrot Ch virus 1",PRJNA267138,"ssRNA viruses","Betaflexiviridae",8.155,36.9,"plants", Unknown:NC_025469.1/KF533711.1,3,3,2014/11/11,2014/11/17,Complete Genome
"Crohivirus",PRJNA267248,"ssRNA viruses","Picornaviridae",7.321,38.4,"vertebrates", Unknown:NC_025474.1/AB937989.1,1,1,2014/10/31,2015/07/01,Complete Genome
"Chickpea yellow dwarf virus",PRJNA267262,"ssDNA viruses","Geminiviridae",2.547,41,"plants", Unknown:NC_025475.1/KM377674.1,4,4,2014/11/10,2014/11/19,Complete Genome
"Norway rat hepacivirus 1",PRJNA267736,"ssRNA viruses","Flaviviridae",8.976,55,"vertebrates, human", Unknown:NC_025672.1/KJ950938.1,1,1,2014/10/27,2016/11/18,Complete Genome
"Tomato yellow leaf curl Axarquia virus",PRJNA267774,"ssDNA viruses","Geminiviridae",2.763,40.6,"plants", Unknown:NC_025680.1/KM215610.1,6,6,2014/10/29,2014/11/19,Complete Genome
"San Miguel sea lion virus 8",PRJNA267775,"ssRNA viruses","Caliciviridae",8.489,51.3,"vertebrates", Unknown:NC_025676.1/KM244552.1,3,3,2014/10/27,2015/01/31,Complete Genome
"Norway rat pestivirus",PRJNA267776,"ssRNA viruses","Flaviviridae",12.983,40.6,"vertebrates", Unknown:NC_025677.1/KJ950914.1,1,1,2014/10/27,2014/11/19,Complete Genome
"Norway rat pegivirus",PRJNA267777,"ssRNA viruses","Flaviviridae",10.023,61.5,"vertebrates", Unknown:NC_025679.1/KJ950934.1,1,1,2014/10/27,2014/11/19,Complete Genome
"Norway rat hunnivirus",PRJNA267778,"ssRNA viruses","Picornaviridae",7.496,47.6,"vertebrates", Unknown:NC_025675.1/KJ950971.1,1,1,2014/10/27,2014/11/19,Complete Genome
"Norway rat hepacivirus 2",PRJNA267779,"ssRNA viruses","Flaviviridae",8.568,56.1,"vertebrates, human", Unknown:NC_025673.1/KJ950939.1,1,1,2014/10/27,2016/11/18,Complete Genome
"Simian adenovirus DM-2014",PRJNA267780,"dsDNA viruses, no RNA stage","Adenoviridae",32.661,46.7,"vertebrates", Unknown:NC_025678.1/KM190146.1,34,34,2014/10/22,2014/11/19,Complete Genome
"Macrophomina phaseolina tobamo-like virus",PRJNA267781,"ssRNA viruses","Virgaviridae",9.524,44.1,"plants", Unknown:NC_025674.1/KF537660.1,4,4,2014/10/01,2016/05/16,Complete Genome
"Laodelphax striatellus picorna-like virus 2",PRJNA268832,"ssRNA viruses","Iflaviridae",10.889,40.3,"invertebrates", Unknown:NC_025788.1/KM272628.1,1,1,2014/11/23,2014/12/01,Complete Genome
"Black sea bass polyomavirus 1",PRJNA268860,"dsDNA viruses, no RNA stage","Polyomaviridae",7.369,48.5,"vertebrates", Unknown:NC_025790.1/KP071318.1,5,5,2014/11/23,2015/02/26,Complete Genome
"Bat circovirus POA/2012/VI",PRJNA268861,"ssDNA viruses","Circoviridae",1.79,48.2,"vertebrates", Unknown:NC_025792.1/KM382270.1,2,2,2014/11/22,2015/02/25,Complete Genome
"Bat circovirus POA/2012/II",PRJNA268862,"ssDNA viruses","Circoviridae",1.755,45.3,"vertebrates", Unknown:NC_025791.1/KM382269.1,2,2,2014/11/22,2015/02/25,Complete Genome
"Wellfleet Bay virus",PRJNA268863,"ssRNA viruses","Orthomyxoviridae",11.958,43.5749,"vertebrates", segmen  1:NC_025795.1/KM114304.1;  segmen  2:NC_025796.1/KM114305.1;  segmen  3:NC_025797.1/KM114306.1;  segmen  4:NC_025793.1/KM114307.1;  segmen  5:NC_025798.1/KM114308.1;  segmen  6:NC_025799.1/KM114309.1;  segmen  7:NC_025794.1/KM114310.1,7,7,2014/11/24,2015/04/21,Complete Genome
"Garlic virus B",PRJNA268864,"ssRNA viruses","Alphaflexiviridae",8.336,47.1,"plants", Unknown:NC_025789.1/KM379144.1,6,6,2014/11/19,2014/12/01,Complete Genome
"Sweet potato leaf curl Sao Paulo virus",PRJNA268098,"ssDNA viruses","Geminiviridae",2.782,44,"plants", Unknown:NC_025681.1/HQ393477.1,6,6,2011/03/27,2014/11/21,Complete Genome
"Cangyuan orthoreovirus",PRJNA269146,"dsRNA viruses","Reoviridae",23.325,48.5385,"vertebrates", segment L1:NC_025801.1/KM382259.1;  segment L2:NC_025802.1/KM382260.1;  segment L3:NC_025803.1/KM382261.1;  segment M1:NC_025804.1/KM382262.1;  segment M2:NC_025808.1/KM382263.1;  segment M3:NC_025805.1/KM382264.1;  segment S1:NC_025806.1/KM382265.1;  segment S2:NC_025809.1/KM382266.1;  segment S3:NC_025807.1/KM382267.1;  segment S4:NC_025810.1/KM382268.1,10,10,2014/11/26,2015/02/04,Complete Genome
"Bovine polyomavirus 3",PRJNA269173,"dsDNA viruses, no RNA stage","Polyomaviridae",4.861,46.1,"vertebrates", Unknown:NC_025800.1/KM496326.1,5,5,2014/10/21,2015/04/03,Complete Genome
"Bovine polyomavirus 2",PRJNA269306,"dsDNA viruses, no RNA stage","Polyomaviridae",5.085,40.3,"vertebrates", Unknown:NC_025811.1/KM111535.1,6,6,2014/10/01,2014/12/05,Complete Genome
"Dinocampus coccinellae paralysis virus",PRJNA269768,"ssRNA viruses","Iflaviridae",10.192,35.1,"invertebrates", Unknown:NC_025835.1/KF843822.1,1,1,2014/11/30,2015/10/07,Complete Genome
"Switchgrass mosaic-associated virus 1",PRJNA269775,"ssDNA viruses","Geminiviridae",2.739,49.8,"plants", Unknown:NC_025834.1/KF806701.1,4,4,2014/11/30,2014/12/10,Complete Genome
"Sauropus yellowing virus",PRJNA269794,"ssRNA viruses","Luteoviridae",5.82,47.5,"plants", Unknown:NC_025837.1/KJ885302.1,6,6,2014/12/07,2014/12/10,Complete Genome
"Dendrolimus punctatus cypovirus 22",PRJNA269795,"dsRNA viruses","Reoviridae",32.753,39.9411,"invertebrates", 1:NC_025845.1/KJ191104.1;  10:NC_025838.1/KJ191113.1;  11:NC_025839.1/KJ191114.1;  12:NC_025840.1/KJ191115.1;  13:NC_025841.1/KJ191116.1;  14:NC_025842.1/KJ191117.1;  15:NC_025843.1/KJ191118.1;  16:NC_025844.1/KJ191119.1;  2:NC_025846.1/KJ191105.1;  3:NC_025847.1/KJ191106.1;  4:NC_025848.1/KJ191107.1;  5:NC_025849.1/KJ191108.1;  6:NC_025850.1/KJ191109.1;  7:NC_025851.1/KJ191110.1;  8:NC_025852.1/KJ191111.1;  9:NC_025853.1/KJ191112.1,16,16,2014/12/06,2014/12/10,Complete Genome
"Fisavirus 1",PRJNA269796,"ssRNA viruses","unclassified",8.712,36.3,"vertebrates", Unknown:NC_025836.1/KM434233.1,1,1,2014/11/30,2015/02/18,Complete Genome
"Dolphin polyomavirus 1",PRJNA269965,"dsDNA viruses, no RNA stage","Polyomaviridae",5.159,36.4,"vertebrates", Unknown:NC_025899.1/KC594077.1,5,5,2013/07/23,2014/12/11,Complete Genome
"Cercopithecus erythrotis polyomavirus 1",PRJNA269971,"dsDNA viruses, no RNA stage","Polyomaviridae",5.189,41.3,"vertebrates", Unknown:NC_025892.1/JX159985.1,5,5,2012/11/09,2014/12/11,Complete Genome
"Chaetoceros tenuissimus RNA virus type-II",PRJNA269977,"ssRNA viruses","unclassified",9.562,36.9,"algae", Unknown:NC_025889.1/AB971661.1,2,2,2014/12/10,2014/12/11,Complete Genome
"Vervet monkey polyomavirus 3",PRJNA270087,"dsDNA viruses, no RNA stage","Polyomaviridae",5.055,41.2,"vertebrates", Unknown:NC_025898.1/AB767297.1,5,5,2012/12/08,2014/12/11,Complete Genome
"Yellow baboon polyomavirus 1",PRJNA270089,"dsDNA viruses, no RNA stage","Polyomaviridae",5.064,39.8,"vertebrates", Unknown:NC_025894.1/AB767294.1,5,5,2012/12/08,2014/12/11,Complete Genome
"Chaetoceros tenuissimus DNA virus type-II",PRJNA270090,"ssDNA viruses","unclassified",5.77,43.6,"algae", Unknown:NC_025893.1/AB971658.1,3,3,2014/12/10,2015/02/18,Complete Genome
"Vervet monkey polyomavirus 2",PRJNA270091,"dsDNA viruses, no RNA stage","Polyomaviridae",5.167,41.6,"vertebrates", Unknown:NC_025896.1/AB767299.2,6,6,2012/12/08,2014/12/11,Complete Genome
"Mastomys polyomavirus",PRJNA270092,"dsDNA viruses, no RNA stage","Polyomaviridae",4.899,39.9,"vertebrates", Unknown:NC_025895.1/AB588640.1,6,6,2011/01/06,2014/12/11,Complete Genome
"Slow loris parvovirus 1",PRJNA270093,"ssDNA viruses","Parvoviridae",4.844,44.8,"vertebrates", Unknown:NC_025891.1/KP120516.1,2,2,2014/12/10,2014/12/11,Complete Genome
"Tortoise picornavirus",PRJNA270094,"ssRNA viruses","Picornaviridae",7.093,36,"vertebrates", Unknown:NC_025890.1/KM873611.1,1,1,2014/12/08,2014/12/11,Complete Genome
"Vibrio phage phi-A318",PRJNA269621,"dsDNA viruses, no RNA stage","Podoviridae",42.544,43.5,"bacteria", Unknown:NC_025822.1/KF322026.1,46,46,2014/06/29,2014/12/09,Complete Genome
"Enterobacteria phage fd",PRJNA269628,"ssDNA viruses","Inoviridae",6.408,40.9,"bacteria", Unknown:NC_025824.1/J02451.1,10,10,1989/06/15,2014/12/09,Complete Genome
"Leopards Hill virus",PRJNA269629,"ssRNA viruses","Bunyaviridae",18.368,42.2153,"vertebrates, invertebrates, human", L:NC_025831.1/AB842088.1;  M:NC_025832.1/AB842089.1;  S:NC_025833.1/AB842090.1,3,3,2014/11/27,2015/02/06,Complete Genome
"Asparagus virus 1",PRJNA269630,"ssRNA viruses","Potyviridae",9.741,40.7,"plants", Unknown:NC_025821.1/KJ830760.1,1,1,2014/12/03,2014/12/09,Complete Genome
"Raccoon dog amdovirus",PRJNA269633,"ssDNA viruses","Parvoviridae",4.928,35.7,"vertebrates", Unknown:NC_025825.1/KJ396347.1,5,5,2014/12/02,2014/12/09,Complete Genome
"Shigella phage pSs-1",PRJNA269769,"dsDNA viruses, no RNA stage","Myoviridae",164.999,35.5,"bacteria", Unknown:NC_025829.1/KM501444.1,266,266,2014/10/11,2016/03/22,Complete Genome
"Escherichia phage Av-05",PRJNA269770,"dsDNA viruses, no RNA stage","Myoviridae",120.938,40,"bacteria", Unknown:NC_025830.1/KM190144.1,209,209,2014/08/31,2015/06/24,Complete Genome
"Agrotis segetum nucleopolyhedrovirus B",PRJNA271033,"dsDNA viruses, no RNA stage","Baculoviridae",148.981,45.7,"invertebrates", Unknown:NC_025960.1/KM102981.1,150,150,2014/12/14,2015/08/21,Complete Genome
"Dromedary stool-associated circular ssDNA virus",PRJNA271034,"ssDNA viruses","Circoviridae",2.948,43.2,"vertebrates", Unknown:NC_025959.1/KM573763.1,3,3,2014/11/29,2014/12/23,Complete Genome
"Cosavirus JMY-2014",PRJNA271106,"ssRNA viruses","Picornaviridae",7.213,42.2,"vertebrates", Unknown:NC_025961.1/KM516909.1,1,1,2014/12/16,2014/12/24,Complete Genome
"Parapoxvirus red deer/HL953",PRJNA271121,"dsDNA viruses, no RNA stage","Poxviridae",139.981,65,"vertebrates", Unknown:NC_025963.1/KM502564.1,130,130,2014/12/20,2014/12/24,Complete Genome
"Catharanthus yellow mosaic virus",PRJNA271122,"ssDNA viruses","Geminiviridae",2.752,44.1,"plants", Unknown:NC_025964.1/LK028570.1,6,6,2014/12/16,2014/12/24,Complete Genome
"Psittacine adenovirus 3",PRJNA271153,"dsDNA viruses, no RNA stage","Adenoviridae",31.735,53.5,"vertebrates", Unknown:NC_025962.1/KJ675568.1,29,29,2014/12/14,2014/12/24,Complete Genome
"Porcine parvovirus 2",PRJNA271167,"ssDNA viruses","Parvoviridae",5.426,56.1,"vertebrates", Unknown:NC_025965.1/KM926355.1,2,2,2014/12/13,2016/03/09,Complete Genome
"Rodent Torque teno virus 2",PRJNA271180,"ssDNA viruses","Anelloviridae",2.572,46.9,"vertebrates, human", Unknown:NC_025966.1/KM668486.1,3,3,2014/12/23,2015/02/26,Complete Genome
"Persimmon virus B",PRJNA271230,"ssRNA viruses","Closteroviridae",18.569,42.7,"plants", Unknown:NC_025967.1/AB923924.1,12,12,2014/12/25,2015/10/07,Complete Genome
"Shigella phage pSf-2",PRJNA271410,"dsDNA viruses, no RNA stage","Siphoviridae",50.109,45.4,"bacteria", Unknown:NC_026010.1/KP085586.1,83,83,2014/12/20,2016/05/17,Complete Genome
"Betacoronavirus HKU24",PRJNA271776,"ssRNA viruses","Coronaviridae",31.249,40.1,"vertebrates", Unknown:NC_026011.1/KM349742.1,10,10,2015/01/04,2015/04/16,Complete Genome
"Wenzhou mammarenavirus",PRJNA271777,"ssRNA viruses","Arenaviridae",10.483,42.882,"vertebrates", L:NC_026019.1/KJ909795.1;  S:NC_026018.1/KJ909794.1,4,4,2015/01/04,2015/01/07,Complete Genome
"Tadarida brasiliensis polyomavirus 2",PRJNA271778,"dsDNA viruses, no RNA stage","Polyomaviridae",4.893,40.1,"vertebrates", Unknown:NC_026015.1/KM655869.1,5,5,2014/12/27,2015/01/07,Complete Genome
"Tadarida brasiliensis polyomavirus 1",PRJNA271779,"dsDNA viruses, no RNA stage","Polyomaviridae",4.882,41.9,"vertebrates", Unknown:NC_026012.1/KM655868.1,5,5,2014/12/27,2015/01/07,Complete Genome
"Enterobacteria phage P88",PRJNA271780,"dsDNA viruses, no RNA stage","Myoviridae",35.814,52.9,"bacteria", Unknown:NC_026014.1/KP063541.1,53,53,2014/12/20,2015/01/07,Complete Genome
"Staphylococcus phage phiBU01",PRJNA271781,"dsDNA viruses, no RNA stage","Siphoviridae",43.748,33,"bacteria", Unknown:NC_026016.1/KF831354.1,46,46,2014/07/19,2015/06/17,Complete Genome
"Microviridae IME-16",PRJNA271782,"ssDNA viruses","Microviridae",5.755,37.1,"bacteria", Unknown:NC_026013.1/KM276541.1,7,7,2014/09/17,2015/01/07,Complete Genome
"Salmonella phage LSPA1",PRJNA271783,"dsDNA viruses, no RNA stage","Siphoviridae",41.88,50.5,"bacteria", Unknown:NC_026017.1/KM272358.1,58,58,2014/09/09,2015/01/30,Complete Genome
"Mulberry badnavirus 1",PRJNA271900,"Retro-transcribing viruses","Caulimoviridae",6.945,44.5,"plants",NC_026020.2/LN651258.2,2,2,2015/01/06,2016/02/11,Complete Genome
"Sewage-associated circular DNA molecule-1",PRJNA272394,"Satellites","unclassified",2.136,38.8684,"environment",NC_026170.1/KJ547618.1; NC_026142.1/KJ547617.1,2,2,2015/01/07,2015/02/17,Complete
"Adelie penguin polyomavirus",PRJNA272395,"dsDNA viruses, no RNA stage","Polyomaviridae",4.988,52.3,"vertebrates", Unknown:NC_026141.2/KP033140.2,5,5,2015/01/05,2015/04/03,Complete Genome
"Seal anellovirus 4",PRJNA272436,"ssDNA viruses","Anelloviridae",2.223,48.3,"vertebrates", Unknown:NC_026138.1/KM262783.1,1,1,2014/12/28,2015/06/02,Complete Genome
"Sewage-associated gemycircularvirus 4",PRJNA272438,"unclassified viruses","Genomoviridae",2.115,48.9,"environment", Unknown:NC_026144.1/KJ547634.1,3,3,2015/01/08,2015/02/17,Complete Genome
